,sofifa_id,short_name,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
193,233064,M. Mount,CAMCMRW,58500000,1,120000,178,70,Chelsea,England,Yes,79,84,83,50.66666667,76.2,82.8,77.6,71.4,50.66666667,72.5
194,234642,?. Mendy,GK,30000000,1,105000,197,86,Chelsea,Senegal,Yes,,,,11.33333333,14.6,23.4,44.8,42.8,11.33333333,25.83333333
195,235805,F. Chiesa,RWLWRM,80500000,1,74000,175,70,Juventus,Italy,Yes,81,74,85,51,72,74.6,86.6,75.8,51,65.83333333
196,239053,F. Valverde,CM,58000000,1,160000,182,78,Real Madrid CF,Uruguay,Yes,74,78,79,78.33333333,69.8,76.2,80,77.6,78.33333333,76.5
197,241486,J. Kound?,CB,53000000,1,33000,181,75,Sevilla FC,France,No,45,64,72,84.33333333,56.6,57.2,78.4,66.2,84.33333333,65.83333333
198,242444,Jo?o F?lix,CFST,82000000,1,61000,181,72,Atl?tico de Madrid,Portugal,Yes,79,76,86,35.66666667,76.4,77.2,82.4,74.4,35.66666667,70.66666667
199,120533,Pepe,CB,5500000,1,14000,188,80,FC Porto,Portugal,Yes,51,60,61,83,53.8,56.8,70.2,75.2,83,66.16666667
200,157481,Ra?l Albiol,CB,8000000,1,30000,190,82,Villarreal CF,Spain,Yes,41,62,63,87,49.4,60,53.2,65,87,62.16666667
201,164835,?. Fabia?ski,GK,3400000,1,43000,190,83,West Ham United,Poland,Yes,,,,13,15,19.6,53.8,46.4,13,35.16666667
202,168435,S. Sirigu,GK,5000000,1,20000,192,85,Genoa,Italy,Yes,,,,12.66666667,13.8,16.6,55.4,47.8,12.66666667,33.33333333
203,168651,I. Rakiti?,CM,18500000,1,39000,184,78,Sevilla FC,Croatia,Yes,79,85,78,75,77.2,83.4,64.6,67.6,75,78.5
205,178005,Rui Patr?cio,GK,10000000,1,51000,190,84,Roma,Portugal,Yes,,,,12.66666667,17,20.6,60.2,54,12.66666667,39.16666667
206,178562,?. Banega,CDMCM,15000000,1,46000,174,75,Al Shabab,Argentina,Yes,75,84,82,76.66666667,71,83.6,72.4,69.6,76.66666667,80.16666667
208,183512,Yuri Berchiche,LB,22000000,1,35000,181,80,Athletic Club de Bilbao,Spain,Yes,68,76,76,78.66666667,72.2,71.6,80.6,81.6,78.66666667,72.83333333
209,187072,L. Stindl,CAMST,24000000,1,41000,181,80,Borussia M?nchengladbach,Germany,Yes,84,81,81,58.66666667,78.6,79.4,71,77.4,58.66666667,78.16666667
210,188152,Oscar,CAMCMLW,30000000,1,38000,179,70,Shanghai Port FC,Brazil,Yes,79,82,82,60,75,80.6,81.4,76.4,60,70
211,188943,K. Trapp,GK,20500000,1,31000,189,88,Eintracht Frankfurt,Germany,Yes,,,,13,14.8,14.4,51.6,53,13,31.5
212,189242,Coutinho,CAMLWCM,30000000,1,165000,172,68,FC Barcelona,Brazil,Yes,79,80,88,52,71.8,86.2,80,70.4,52,69.83333333
213,190460,C. Eriksen,CMCAM,29500000,1,120000,181,76,Inter,Denmark,Yes,78,88,81,46,76,86.6,71.4,65.8,46,69.33333333
214,190815,D. Blind,CBCDMLB,21000000,1,23000,180,72,Ajax,Netherlands,Yes,64,82,79,82.33333333,73.2,78.4,63.6,72.4,82.33333333,73.5
215,192318,M. G?tze,CAMCM,30000000,1,29000,177,71,PSV,Germany,Yes,75,83,84,53,74.8,81.4,75.4,69.4,53,76
216,193105,A. Areola,GK,26000000,1,75000,195,94,West Ham United,France,Yes,,,,14.33333333,23.4,21.2,60.8,52.2,14.33333333,34.33333333
217,193165,J. Corona,RMRBRW,30500000,1,22000,173,66,FC Porto,Mexico,Yes,67,79,85,73.66666667,74.4,77.8,85.8,65.4,73.66666667,77.66666667
218,193301,A. Lacazette,ST,30000000,1,110000,175,73,Arsenal,France,Yes,82,74,82,38.66666667,76.8,76.6,79,76.4,38.66666667,71.83333333
219,193474,I. Gueye,CDMCM,21500000,1,88000,174,66,Paris Saint-Germain,Senegal,Yes,62,71,78,84,59,71.4,76.2,77.6,84,73.33333333
221,193698,O. Baumann,GK,16000000,1,37000,187,82,TSG Hoffenheim,Germany,Yes,,,,15.66666667,16.4,16.8,53.6,50.6,15.66666667,29.66666667
222,194404,Neto,GK,16000000,1,115000,190,84,FC Barcelona,Brazil,Yes,,,,15.33333333,17.6,21.8,58.8,53.2,15.33333333,32.33333333
223,197781,Isco,CAMCMLW,30000000,1,175000,176,79,Real Madrid CF,Spain,Yes,75,80,88,57.66666667,71.4,85,75.6,65,57.66666667,72.33333333
225,199110,L. Muriel,ST,30000000,1,70000,179,79,Atalanta,Colombia,Yes,83,74,86,24,76.4,76.6,86.8,74,24,66.33333333
226,199482,A. Lopes,GK,23000000,1,60000,184,81,Olympique Lyonnais,Portugal,Yes,,,,13.66666667,19.6,19.2,67.6,52.4,13.66666667,34.66666667
227,199823,Campa?a,CMLMRM,30500000,1,43000,179,70,Levante Uni?n Deportiva,Spain,Yes,74,83,82,69.66666667,73.8,82.6,74,73.2,69.66666667,74.66666667
228,201305,Gabriel Paulista,CB,25000000,1,44000,185,72,Valencia CF,Brazil,Yes,49,71,65,82.66666667,63.6,61.2,69,71.4,82.66666667,68.33333333
229,201519,J. Veretout,CDMCM,29500000,1,66000,177,67,Roma,France,Yes,75,77,79,79,70.8,75.6,78.4,80.2,79,78.5
230,202651,Suso,RW,32500000,1,42000,176,70,Sevilla FC,Spain,No,76,82,85,29.66666667,72.4,83.6,78.6,68.2,29.66666667,60.83333333
231,203486,T. Hazard,LMCF,30500000,1,75000,175,71,Borussia Dortmund,Belgium,Yes,76,80,85,50,70.6,81,84,71.2,50,73.16666667
232,205069,Juan Bernat,LB,27500000,1,90000,170,67,Paris Saint-Germain,Spain,Yes,65,78,82,78,69.2,73.2,83.8,68.2,78,73.33333333
233,205070,Portu,RWRMLW,30000000,1,51000,167,66,Real Sociedad,Spain,Yes,78,77,79,58.33333333,77.4,75.6,85,78.6,58.33333333,71.5
234,208128,H. ?alhano?lu,CAMLM,35000000,1,115000,178,76,Inter,Turkey,Yes,78,84,85,58,73.6,85.4,74.4,66.6,58,73
235,208333,E. Can,CMCBCDM,35000000,1,72000,186,86,Borussia Dortmund,Germany,Yes,78,78,80,84.66666667,76.2,77,76.4,85.4,84.66666667,77.66666667
236,208421,Sa?l,CMLM,39500000,1,68000,184,75,Chelsea,Spain,Yes,78,78,79,77.33333333,77.6,75.4,72.4,81,77.33333333,77.5
237,208461,M. de Roon,CDMCM,25500000,1,59000,185,76,Atalanta,Netherlands,Yes,68,71,73,82.33333333,69,66.2,69.6,80.4,82.33333333,77.66666667
238,209981,Y. Bounou,GK,20500000,1,29000,192,78,Sevilla FC,Morocco,Yes,,,,17.66666667,19,21.4,45.4,47.2,17.66666667,31.33333333
239,210035,Grimaldo,LBLMLWB,37000000,1,18000,171,69,SL Benfica,Spain,Yes,65,81,83,73.66666667,68.8,82.2,85.2,75,73.66666667,73.33333333
240,210413,A. Romagnoli,CB,31500000,1,49000,185,75,AC Milan,Italy,Yes,40,56,68,85,49.4,54,64.6,67.6,85,59.33333333
241,210935,D. Berardi,RWRM,33500000,1,51000,183,72,U.S. Sassuolo Calcio,Italy,No,80,81,85,34,76.4,80.6,81.4,72.2,34,70.83333333
242,211256,N. Tagliafico,LB,27500000,1,24000,172,65,Ajax,Argentina,Yes,55,73,76,80.33333333,66.8,66.2,79.8,73,80.33333333,70.83333333
243,211515,P. Gollini,GK,35000000,1,48000,194,94,Tottenham Hotspur,Italy,No,,,,17,20.2,19,55.8,46.8,17,27.16666667
244,212190,N. S?le,CBRB,40500000,1,78000,195,99,FC Bayern M?nchen,Germany,Yes,42,59,51,83,50.2,46.4,54.2,66.8,83,59.16666667
245,212462,Alex Telles,LB,27500000,1,130000,181,71,Manchester United,Brazil,Yes,73,82,78,77,72.2,80.8,78.2,80.2,77,77.66666667
246,212523,Anderson Talisca,CFSTCAM,35500000,1,61000,190,80,Al Nassr,Brazil,No,83,81,83,47.33333333,78.6,84.4,80,78.6,47.33333333,72.66666667
247,212616,R. De Paul,CMCF,35000000,1,68000,180,70,Atl?tico de Madrid,Argentina,No,76,80,82,72,70,80.8,79,78.4,72,74.33333333
248,216547,Rafa,RMLM,30500000,1,22000,170,63,SL Benfica,Portugal,Yes,73,74,86,46,68.6,73.4,89.8,65.4,46,67.16666667
249,219693,Diego Carlos,CB,30500000,1,37000,185,86,Sevilla FC,Brazil,No,47,63,68,81,51.2,65.6,71.4,74.4,81,66.33333333
250,220018,A. Rebi?,LMST,32500000,1,54000,185,78,AC Milan,Croatia,Yes,83,75,81,43,79.2,75,80.2,78.4,43,69.33333333
251,220440,C. Lenglet,CB,37500000,1,145000,186,81,FC Barcelona,France,Yes,45,67,66,82,58,59.4,68.8,68.6,82,69.16666667
252,220697,J. Maddison,CAMCM,41500000,1,100000,175,73,Leicester City,England,Yes,78,84,84,55.33333333,69,84.2,79,68.4,55.33333333,72.83333333
253,222077,M. Locatelli,CDMCM,42000000,1,74000,185,75,Juventus,Italy,No,72,79,77,78.66666667,71.2,74.6,66.8,77.8,78.66666667,73.83333333
255,224293,R?ben Neves,CM,46000000,1,89000,180,80,Wolverhampton Wanderers,Portugal,Yes,75,85,77,74.33333333,73.4,82.4,67.8,76.6,74.33333333,78.66666667
256,224458,Diogo Jota,LWST,46000000,1,120000,178,73,Liverpool,Portugal,Yes,81,73,85,52,77,75.2,85.2,77.4,52,74.5
257,225100,J. Gomez,CB,43500000,1,100000,188,77,Liverpool,England,Yes,30,66,69,83,54.2,55,74,58.6,83,62.66666667
258,226271,Fabi?n,CM,42000000,1,77000,189,70,Napoli,Spain,Yes,78,79,82,74.33333333,73.6,76.6,69.4,72,74.33333333,75.16666667
259,227796,C. Pulisic,LWRWLM,49000000,1,120000,177,69,Chelsea,United States,Yes,70,73,86,39,68.8,71.8,86.2,68.6,39,63
260,229391,Palhinha,CDMCM,41000000,1,18000,190,82,Sporting CP,Portugal,No,65,70,72,86,66,66.8,60,79.8,86,74.66666667
261,229558,D. Upamecano,CB,64000000,1,70000,186,90,FC Bayern M?nchen,France,Yes,43,62,68,84,54.4,54,72.6,68,84,62.5
262,229668,Mario Hermoso,CBLB,35500000,1,62000,185,76,Atl?tico de Madrid,Spain,Yes,49,72,71,82.66666667,62.2,68.2,73.8,70.2,82.66666667,70
264,229984,B. Chilwell,LWBLB,40500000,1,100000,178,77,Chelsea,England,Yes,53,77,78,79.66666667,64,74,74.8,71.4,79.66666667,70.66666667
265,230168,Raphaelinho Anjos,GK,10000000,1,20000,190,85,RB Bragantino,Brazil,No,,,,16.66666667,11,14.6,48,48,16.66666667,34.83333333
266,230375,Josu? Chiamulera,CB,25500000,1,41000,185,80,Gr?mio,Brazil,No,43,56,64,84.66666667,55.8,56.2,74.8,64,84.66666667,63.16666667
267,230869,Unai Sim?n,GK,34500000,1,24000,190,89,Athletic Club de Bilbao,Spain,No,,,,13.66666667,21,19.8,49,50.8,13.66666667,29.5
268,231943,Richarlison,STLWLM,46500000,1,100000,181,71,Everton,Brazil,Yes,78,73,83,50.33333333,78,73.8,80,79.8,50.33333333,74.16666667
269,232488,C. Romero,CB,41500000,1,51000,185,79,Tottenham Hotspur,Argentina,No,46,52,61,83.33333333,58.4,49.6,74.8,67.8,83.33333333,61.5
270,233096,D. Dumfries,RB,35000000,1,100000,188,80,Inter,Netherlands,Yes,61,66,72,77,66.6,59,73.6,79,77,68.83333333
271,233419,Raphinha,RMRW,46000000,1,89000,176,68,Leeds United,Brazil,Yes,76,76,84,45.66666667,69,79,86,75.8,45.66666667,73.33333333
272,233731,A. Isak,ST,45000000,1,37000,192,77,Real Sociedad,Sweden,Yes,82,68,79,21.33333333,76.6,67,78.6,75.4,21.33333333,65.83333333
273,234378,D. Rice,CDMCM,43000000,1,69000,185,80,West Ham United,England,Yes,53,71,74,81,57,69,64.6,72.8,81,74.16666667
275,234943,F. Neuhaus,CM,46000000,1,36000,185,74,Borussia M?nchengladbach,Germany,Yes,72,79,82,66,67.4,74.6,73.8,71.2,66,68.83333333
276,235410,Y. En-Nesyri,STLW,44000000,1,37000,188,78,Sevilla FC,Morocco,Yes,83,58,78,28.33333333,73.2,66.2,70,78.6,28.33333333,63.66666667
277,235569,T. Ndombele,CAMCMCDM,46000000,1,95000,179,76,Tottenham Hotspur,France,Yes,72,81,88,69.66666667,69.6,79,79.6,71.6,69.66666667,75.16666667
279,240130,?der Milit?o,CB,56500000,1,130000,186,78,Real Madrid CF,Brazil,Yes,50,69,71,82.66666667,62.4,62.6,76,71,82.66666667,70.5
280,241461,Ferran Torres,RWST,68500000,1,120000,184,77,Manchester City,Spain,Yes,79,78,82,29,77,74.8,80.8,74.6,29,65.83333333
281,241464,Pau Torres,CB,56500000,1,35000,191,80,Villarreal CF,Spain,Yes,38,67,70,83.66666667,57.8,58.4,68.4,67.2,83.66666667,64.16666667
282,241671,D. Livakovi?,GK,35000000,1,1000,187,79,Dinamo Zagreb,Croatia,No,,,,21.66666667,18.8,25.2,57.2,46.6,21.66666667,32.83333333
283,244260,Dani Olmo,CAMCF,46000000,1,78000,179,72,RB Leipzig,Spain,No,76,81,86,48,71,79.6,78,69,48,70.16666667
284,45186,Joaqu?n,RMLM,8500000,1,23000,179,75,Real Betis Balompi?,Spain,Yes,80,84,81,42.33333333,76.8,82.6,71.4,59,42.33333333,69.16666667
285,124375,B. Y?lmaz,ST,11000000,1,39000,188,77,LOSC Lille,Turkey,No,83,69,73,28,74.6,70.6,72.8,77.8,28,73
286,139068,Nani,LWLM,12000000,1,14000,177,70,Orlando City Soccer Club,Portugal,Yes,77,81,85,31.66666667,74.8,83,77,66.6,31.66666667,70.5
287,153244,A. Gignac,STCF,11000000,1,50000,189,85,Tigres U.A.N.L.,France,Yes,83,73,75,31.33333333,77.6,74,68.4,80.2,31.33333333,74
288,156519,H. Herrera,CM,21000000,1,63000,185,78,Atl?tico de Madrid,Mexico,Yes,75,76,76,76.66666667,67.6,74,72.6,81.8,76.66666667,78.33333333
289,163489,A. Consigli,GK,4400000,1,32000,189,82,U.S. Sassuolo Calcio,Italy,No,,,,15.33333333,16,18,50.8,47,15.33333333,27.66666667
290,163705,S. Mandanda,GK,2900000,1,24000,185,82,Olympique de Marseille,France,Yes,,,,13.66666667,19.8,21.4,52.8,45.4,13.66666667,33.16666667
291,167664,G. Higua?n,ST,16500000,1,14000,186,89,Inter Miami CF,Argentina,Yes,84,71,78,24,77.8,73.2,65.4,75.8,24,63.83333333
292,171791,Jos? Fonte,CB,4600000,1,30000,191,84,LOSC Lille,Portugal,Yes,46,62,63,81.66666667,56.8,56.2,48.2,63.6,81.66666667,66.33333333
293,172871,J. Vertonghen,CB,8500000,1,18000,189,86,SL Benfica,Belgium,Yes,62,72,67,84.33333333,66,68.8,69.8,77.4,84.33333333,71.33333333
294,176266,Lucas Leiva,CDM,9000000,1,64000,179,78,Lazio,Brazil,Yes,65,73,76,81,66.8,69.8,68.6,70,81,76.33333333
295,178086,Ad?n,GK,4400000,1,14000,190,86,Sporting CP,Spain,Yes,,,,17.33333333,19,18.6,58.4,50.2,17.33333333,33.66666667
296,181458,I. Peri?i?,LMLWLWB,20500000,1,105000,186,80,Inter,Croatia,Yes,79,76,79,58.66666667,79.4,75.6,80.2,79.4,58.66666667,74.5
297,181872,A. Vidal,CM,12000000,1,105000,180,75,Inter,Chile,Yes,79,79,79,82.33333333,78.2,76.4,74,81,82.33333333,82.16666667
298,183574,M. Kruse,CFCAM,16500000,1,45000,180,76,1. FC Union Berlin,Germany,Yes,81,81,82,36,77,79.4,72.6,71.4,36,73.16666667
301,190674,B. Andr?,CDMCM,21500000,1,43000,180,74,LOSC Lille,France,No,64,74,75,78.66666667,69.6,68.4,71.6,79.8,78.66666667,76.66666667
302,192366,N. Otamendi,CB,12500000,1,18000,183,76,SL Benfica,Argentina,Yes,57,62,59,82.33333333,63,55.2,64,73.6,82.33333333,66.5
303,193283,T. Delaney,CDMCM,22000000,1,34000,182,79,Sevilla FC,Denmark,Yes,71,74,74,83.33333333,72.4,73.4,75,81.4,83.33333333,75.66666667
304,193314,Aitor,GK,17000000,1,28000,182,78,Levante Uni?n Deportiva,Spain,No,,,,13,23,23.8,61.8,46.4,13,30.16666667
307,195859,D. Ings,ST,26500000,1,90000,178,73,Aston Villa,England,Yes,84,70,80,39,76.2,72.4,79.6,77.6,39,72.83333333
308,197965,Pizzi,CMRM,21000000,1,19000,177,72,SL Benfica,Portugal,Yes,77,81,82,62,72.4,81.4,77.6,71.4,62,78
310,198710,J. Rodr?guez,RWCAMCM,25500000,1,105000,180,75,Everton,Colombia,Yes,86,86,86,45.66666667,81.8,87.2,68.6,68.4,45.66666667,74.5
311,199304,Danilo,RBLBCB,22500000,1,83000,184,78,Juventus,Brazil,Yes,67,73,74,82.66666667,71.4,74.4,70.2,77,82.66666667,73.33333333
312,199564,Sergi Roberto,RBCMRM,22500000,1,140000,178,68,FC Barcelona,Spain,Yes,63,80,77,75.66666667,69.2,74.8,74.4,66.8,75.66666667,71.33333333
313,199987,J. Cillessen,GK,13000000,1,33000,185,83,Valencia CF,Netherlands,No,,,,13.66666667,21.6,19.8,56.8,50.4,13.66666667,33.83333333
314,200260,S. Berghuis,RW,25500000,1,26000,182,75,Ajax,Netherlands,Yes,81,82,82,33.33333333,74,81.4,79.6,71.8,33.33333333,71.66666667
315,200454,Paco Alc?cer,ST,28000000,1,45000,175,70,Villarreal CF,Spain,Yes,84,69,81,29.66666667,77.2,76.2,80.8,71.2,29.66666667,65.16666667
316,200724,Nacho Fern?ndez,CBRBLB,17500000,1,140000,180,76,Real Madrid CF,Spain,Yes,37,66,69,81.33333333,59.4,58.6,74.4,65,81.33333333,61.83333333
317,200888,Danilo Pereira,CDMCM,22000000,1,85000,188,83,Paris Saint-Germain,Portugal,Yes,63,71,73,76.66666667,66.8,67.4,63.2,78.4,76.66666667,73
318,200949,Lucas Moura,RMCF,26000000,1,105000,174,70,Tottenham Hotspur,Brazil,Yes,79,70,86,39.33333333,71.2,75.6,89,77.4,39.33333333,71.83333333
319,201095,A. Marches?n,GK,8500000,1,14000,188,84,FC Porto,Argentina,Yes,,,,17.33333333,19,21.8,63.2,48.2,17.33333333,36.83333333
320,202695,J. Tarkowski,CB,24500000,1,46000,188,81,Burnley,England,Yes,45,67,65,81.33333333,59.2,62.4,59.8,68.2,81.33333333,67.5
321,203551,A. Florenzi,RBRWB,22000000,1,58000,173,67,AC Milan,Italy,Yes,77,79,80,75.66666667,77.6,76.4,79.6,73.6,75.66666667,74.66666667
323,204311,K. Zouma,CB,30000000,1,75000,190,95,West Ham United,France,Yes,51,63,57,80.33333333,59.8,60.2,62,72.6,80.33333333,66.83333333
324,204525,I?igo Mart?nez,CB,21000000,1,33000,182,77,Athletic Club de Bilbao,Spain,Yes,56,66,64,82,56.2,66.8,70,79.2,82,63
326,205175,A. Milik,ST,30000000,1,81000,186,78,Olympique de Marseille,Poland,Yes,84,67,76,33.66666667,75,76,66.6,74.8,33.66666667,68
327,205569,J. Ward-Prowse,CM,33500000,1,69000,173,66,Southampton,England,Yes,74,86,78,67.66666667,70.6,85.2,69.2,76.2,67.66666667,73.83333333
328,205659,A. Cragno,GK,23500000,1,32000,184,78,Cagliari,Italy,No,,,,14.33333333,16.6,16.4,46.6,48.8,14.33333333,33.16666667
330,206511,M. Arnold,CDMCM,26500000,1,66000,184,74,VfL Wolfsburg,Germany,Yes,81,79,78,77,74,81.4,69.6,77.4,77,74.33333333
331,207439,L. Paredes,CDMCM,28000000,1,81000,180,75,Paris Saint-Germain,Argentina,Yes,71,83,79,79,71,80.6,71.4,77.4,79,78.66666667
332,208330,A. Januzaj,RWRM,28000000,1,45000,186,76,Real Sociedad,Belgium,Yes,75,80,83,25,70.2,79.2,79.2,67.8,25,62.33333333
333,208448,E. Forsberg,CAMCF,25500000,1,87000,177,76,RB Leipzig,Sweden,Yes,73,82,83,28.33333333,70.2,79.8,76.6,64.8,28.33333333,69.33333333
334,208596,A. Belotti,ST,30000000,1,61000,181,84,Torino F.C.,Italy,Yes,81,59,78,33,73.4,64.6,77,78.8,33,69.83333333
335,208618,Lucas V?zquez,RWRBRM,25000000,1,170000,173,70,Real Madrid CF,Spain,Yes,73,79,80,68.66666667,70,78,81.6,74.6,68.66666667,72.33333333
336,209297,Fred,CDMCM,22500000,1,120000,169,62,Manchester United,Brazil,Yes,66,77,81,74.66666667,65.8,77.8,83.2,74,74.66666667,76
337,210008,A. Rabiot,CMCDM,30000000,1,87000,192,80,Juventus,France,Yes,74,76,80,75.33333333,72.2,71.6,74.2,80.2,75.33333333,74.5
338,210385,Rui Silva,GK,25500000,1,24000,191,91,Real Betis Balompi?,Portugal,No,,,,18,18.4,21.4,38,45,18,32.5
339,210406,P. Zieli?ski,CMCAM,29500000,1,74000,180,75,Napoli,Poland,No,75,81,85,70.66666667,72,79.6,81,69.2,70.66666667,69.83333333
340,210411,Ot?vio,LMRMCM,30500000,1,19000,172,71,FC Porto,Portugal,Yes,69,79,85,61.66666667,69.2,80,81,65,61.66666667,75.16666667
342,211300,A. Martial,STLM,34500000,1,130000,184,76,Manchester United,France,Yes,80,73,85,30,75.6,74.4,82.8,74.8,30,67
344,212194,J. Brandt,CAMCMCF,36000000,1,64000,185,83,Borussia Dortmund,Germany,Yes,75,80,84,47.33333333,73.4,78,78.4,74.4,47.33333333,63.16666667
345,214979,J. Musso,GK,23500000,1,44000,191,93,Atalanta,Argentina,No,,,,14,19.8,17.6,46,45,14,34
346,215330,J. Correa,CFSTCAM,31000000,1,76000,189,75,Inter,Argentina,Yes,75,77,85,34,75,78.4,79.6,72.6,34,61.83333333
347,216201,I?aki Williams,STRW,30000000,1,39000,186,80,Athletic Club de Bilbao,Spain,Yes,78,72,78,35,74.8,70.4,81.8,83,35,66.5
348,216409,M. Politano,RMRW,27500000,1,74000,171,67,Napoli,Italy,No,77,78,84,40.33333333,70,79.8,84.6,65.8,40.33333333,67.16666667
349,216475,Morales,STLM,16500000,1,41000,180,70,Levante Uni?n Deportiva,Spain,Yes,82,75,85,47.66666667,77.2,77.8,83.2,73.6,47.66666667,72.66666667
351,220093,H. Hateboer,RWBRBRM,25000000,1,55000,185,72,Atalanta,Netherlands,No,64,72,77,77.33333333,71.6,61.4,77.6,73,77.33333333,71.66666667
353,221363,D. van de Beek,CMCAMCDM,38500000,1,110000,184,74,Manchester United,Netherlands,Yes,78,76,79,71,75,76.4,72.2,78,71,75.5
354,221479,D. Calvert-Lewin,ST,37500000,1,90000,187,71,Everton,England,Yes,77,64,77,30.66666667,76.2,64.2,76.6,79.6,30.66666667,69
355,221992,H. Lozano,RWLW,31000000,1,77000,175,70,Napoli,Mexico,Yes,76,72,82,35.33333333,72,73,87.4,69.6,35.33333333,68.83333333
356,223952,David Soria,GK,20500000,1,30000,192,85,Getafe CF,Spain,Yes,,,,16,20.2,20.4,50.8,50.2,16,30
357,224081,K. Phillips,CDMCMCB,32500000,1,82000,178,72,Leeds United,England,Yes,65,76,75,79.33333333,66.4,73.4,71,77.4,79.33333333,73.16666667
358,224411,Gon?alo Guedes,LMSTCF,39000000,1,39000,179,68,Valencia CF,Portugal,Yes,79,76,82,29.33333333,72.4,75.8,82,74.6,29.33333333,69
361,226166,N. Mukiele,RWBCBRM,34500000,1,65000,187,84,RB Leipzig,France,Yes,49,69,73,83,60,63.8,73.6,73.4,83,68
362,226226,G. Lo Celso,CMCAM,35500000,1,95000,177,68,Tottenham Hotspur,Argentina,Yes,76,82,83,69,73.4,82.4,79.2,72,69,76
363,227127,?lex Remiro,GK,26000000,1,31000,191,83,Real Sociedad,Spain,No,,,,16.33333333,17.4,20.4,53.8,50.4,16.33333333,29.83333333
364,227950,Yeray,CB,28000000,1,33000,182,79,Athletic Club de Bilbao,Spain,Yes,49,62,64,82,59.2,60.8,68.6,69.6,82,65.83333333
365,228251,L. Pellegrini,CAMCMCDM,38000000,1,61000,186,77,Roma,Italy,Yes,74,81,80,72,74.4,76.6,80,76.4,72,77.66666667
366,230225,Juiano Mestres,CBCDM,25000000,1,41000,181,82,Clube Atl?tico Mineiro,Brazil,No,61,57,63,82,61.8,62.4,68.8,76.2,82,68
367,230256,Adryan Zonta,LWBLB,22500000,1,24000,172,68,RB Bragantino,Brazil,No,66,75,76,71.33333333,70.2,71.2,85.2,77,71.33333333,69.16666667
368,230258,Rosberto Dourado,CDMCMCAM,27000000,1,26000,175,70,Sport Club Corinthians Paulista,Brazil,No,57,74,77,83,64.6,68.4,76.4,61.2,83,75
369,230294,Louri Beretta,STCF,25500000,1,28000,188,83,RB Bragantino,Brazil,No,84,62,72,25.66666667,75.8,64.4,69.4,77.2,25.66666667,65.66666667
370,230347,Welington Dano,LBLM,27500000,1,31000,178,69,Clube Atl?tico Mineiro,Brazil,No,54,76,79,76,65.4,72.2,80.4,67.2,76,72.66666667
371,230430,Oswaldinato,ST,25500000,1,56000,184,79,Flamengo,Brazil,No,81,67,77,14.66666667,75.6,64.6,75.2,79,14.66666667,65.5
373,232411,C. Nkunku,CAMCMCF,39000000,1,72000,179,72,RB Leipzig,France,No,74,81,85,70.33333333,71.2,81.8,81,70.2,70.33333333,71.83333333
374,233927,Lucas Paquet?,CMCAM,38500000,1,65000,180,72,Olympique Lyonnais,Brazil,Yes,75,79,83,68,71.6,80.2,77,77.6,68,78.5
375,234153,Carlos Soler,CMRMLM,51500000,1,39000,180,76,Valencia CF,Spain,Yes,77,82,79,71.33333333,72.4,81,77.2,72.4,71.33333333,76.66666667
376,234742,H. Barnes,LMLW,35000000,1,95000,180,66,Leicester City,England,Yes,77,76,81,45.33333333,69,75.2,82.6,71,45.33333333,63.33333333
377,234906,H. Aouar,CMCAM,38500000,1,65000,175,70,Olympique Lyonnais,France,Yes,75,81,85,64.66666667,71.8,80.8,80,71.6,64.66666667,76
378,235374,M. Lazzari,RWB,25000000,1,64000,174,67,Lazio,Italy,No,62,76,82,72,66.2,72.8,88.2,58.2,72,69.66666667
379,238074,R. James,RWBRB,37000000,1,76000,178,87,Chelsea,England,Yes,58,77,77,77,65.6,77.2,78.2,75.2,77,67.83333333
380,239231,Cucurella,LMLB,41500000,1,63000,172,66,Brighton & Hove Albion,Spain,No,67,78,80,75.33333333,68.4,73.2,80.2,73.8,75.33333333,71.16666667
381,240950,Pedro Gon?alves,RWCM,51500000,1,19000,173,65,Sporting CP,Portugal,Yes,81,79,84,54.66666667,72.2,78.8,81.4,68.6,54.66666667,75.83333333
382,241852,M. Diaby,LWRW,52500000,1,52000,170,68,Bayer 04 Leverkusen,France,No,67,73,85,42.33333333,63.4,69.2,90,60.6,42.33333333,61.5
383,245279,Reguil?n,LB,32500000,1,79000,178,68,Tottenham Hotspur,Spain,Yes,58,75,78,78.33333333,65.8,69.4,79.4,67.2,78.33333333,69.66666667
385,247394,D. Kulusevski,RWCF,58000000,1,72000,186,75,Juventus,Sweden,Yes,74,77,84,57.33333333,72.6,77,79.6,77,57.33333333,70.83333333
386,251573,Renan Lodi,LB,36500000,1,49000,173,70,Atl?tico de Madrid,Brazil,Yes,67,76,81,77.66666667,70.2,75,82.8,75,77.66666667,72.83333333
387,251854,Pedri,CM,54000000,1,51000,174,61,FC Barcelona,Spain,No,65,79,84,67,63.2,74.2,83,66.2,67,71.16666667
389,140233,G. Ochoa,GK,2300000,1,27000,190,85,Club Am?rica,Mexico,Yes,,,,14.33333333,19.6,19.2,55.6,46,14.33333333,30.66666667
391,162347,Jo?o Moutinho,CM,9500000,1,88000,170,61,Wolverhampton Wanderers,Portugal,Yes,72,84,80,69.66666667,76.6,82,67,71,69.66666667,75.66666667
