,sofifa_id,short_name,overall,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,player_face_url,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
123,208670,H. Ziyech,84,"RW, CAM",42500000.0,1.0,170000.0,181,65,https://cdn.sofifa.net/players/208/670/22_120.png,Chelsea,Morocco,Yes,76.0,87.0,83.0,46.666666666666664,74.6,85.0,80.6,66.4,46.666666666666664,73.66666666666667
124,209889,R. Guerreiro,84,"LB, LM",40500000.0,1.0,79000.0,170,71,https://cdn.sofifa.net/players/209/889/22_120.png,Borussia Dortmund,Portugal,Yes,77.0,85.0,88.0,78.66666666666667,74.2,84.8,83.0,68.2,78.66666666666667,71.5
125,210243,Ricardo Pereira,84,"RB, RM",40500000.0,1.0,130000.0,175,70,https://cdn.sofifa.net/players/210/243/22_120.png,Leicester City,Portugal,Yes,67.0,78.0,82.0,82.33333333333333,71.2,74.2,81.8,73.2,82.33333333333333,75.5
126,212188,T. Werner,84,"ST, LW",56500000.0,1.0,155000.0,180,76,https://cdn.sofifa.net/players/212/188/22_120.png,Chelsea,Germany,Yes,81.0,70.0,82.0,26.0,77.8,69.8,85.4,77.0,26.0,68.83333333333333
127,215698,M. Maignan,84,GK,49500000.0,1.0,45000.0,191,89,https://cdn.sofifa.net/players/215/698/22_120.png,AC Milan,France,No,,,,19.333333333333332,24.2,32.4,55.2,55.0,19.333333333333332,35.0
128,216352,M. Brozović,84,"CDM, CM",37000000.0,1.0,130000.0,181,68,https://cdn.sofifa.net/players/216/352/22_120.png,Inter,Croatia,Yes,74.0,80.0,79.0,79.33333333333333,72.2,79.4,75.4,79.0,79.33333333333333,77.83333333333333
129,216393,Y. Tielemans,84,"CM, CDM",57000000.0,1.0,125000.0,176,72,https://cdn.sofifa.net/players/216/393/22_120.png,Leicester City,Belgium,Yes,79.0,86.0,80.0,70.66666666666667,78.0,82.2,70.6,77.8,70.66666666666667,78.0
130,216460,J. Giménez,84,CB,52000000.0,1.0,74000.0,185,79,https://cdn.sofifa.net/players/216/460/22_120.png,Atlético de Madrid,Uruguay,Yes,45.0,57.0,59.0,86.66666666666667,53.4,53.4,61.8,71.2,86.66666666666667,59.333333333333336
131,216594,N. Fekir,84,"CAM, RM, ST",45000000.0,1.0,42000.0,173,75,https://cdn.sofifa.net/players/216/594/22_120.png,Real Betis Balompié,France,Yes,83.0,82.0,87.0,35.333333333333336,74.4,83.0,83.8,78.4,35.333333333333336,73.5
132,222492,L. Sané,84,"RM, LM",56000000.0,1.0,105000.0,183,80,https://cdn.sofifa.net/players/222/492/22_120.png,FC Bayern München,Germany,Yes,81.0,79.0,85.0,34.333333333333336,80.4,80.0,84.4,73.4,34.333333333333336,69.0
133,224232,N. Barella,84,CM,63500000.0,1.0,120000.0,172,68,https://cdn.sofifa.net/players/224/232/22_120.png,Inter,Italy,Yes,71.0,79.0,86.0,76.0,70.4,78.2,85.2,76.6,76.0,81.16666666666667
134,224334,M. Acuña,84,"LB, LM",37000000.0,1.0,45000.0,172,69,https://cdn.sofifa.net/players/224/334/22_120.png,Sevilla FC,Argentina,No,74.0,82.0,87.0,82.0,72.2,83.2,81.8,79.2,82.0,81.5
135,228941,André Silva,84,ST,51000000.0,1.0,110000.0,185,84,https://cdn.sofifa.net/players/228/941/22_120.png,RB Leipzig,Portugal,Yes,84.0,69.0,83.0,32.333333333333336,79.2,68.2,77.2,80.8,32.333333333333336,78.16666666666667
137,232656,T. Hernández,84,LB,62500000.0,1.0,51000.0,184,81,https://cdn.sofifa.net/players/232/656/22_120.png,AC Milan,France,Yes,71.0,76.0,81.0,77.66666666666667,74.0,72.6,84.6,77.8,77.66666666666667,74.0
138,235790,K. Havertz,84,"CAM, CF, CM",94500000.0,1.0,130000.0,188,82,https://cdn.sofifa.net/players/235/790/22_120.png,Chelsea,Germany,Yes,78.0,79.0,84.0,41.0,79.0,77.2,79.8,74.4,41.0,66.66666666666667
139,237692,P. Foden,84,"CAM, LW, CM",94500000.0,1.0,125000.0,171,69,https://cdn.sofifa.net/players/237/692/22_120.png,Manchester City,England,Yes,78.0,80.0,87.0,54.666666666666664,68.8,76.8,86.4,66.2,54.666666666666664,72.5
140,135507,Fernandinho,83,"CDM, CB",7000000.0,1.0,100000.0,179,67,https://cdn.sofifa.net/players/135/507/22_120.png,Manchester City,Brazil,Yes,72.0,75.0,78.0,84.0,71.6,75.4,70.2,76.8,84.0,74.83333333333333
141,169416,C. Vela,83,"RW, LW, CAM",29000000.0,1.0,17000.0,177,77,https://cdn.sofifa.net/players/169/416/22_120.png,Los Angeles FC,Mexico,Yes,82.0,78.0,84.0,22.333333333333332,78.6,78.0,81.4,73.0,22.333333333333332,69.0
142,177413,A. Witsel,83,"CDM, CM",24000000.0,1.0,72000.0,186,81,https://cdn.sofifa.net/players/177/413/22_120.png,Borussia Dortmund,Belgium,Yes,72.0,81.0,79.0,80.66666666666667,78.2,76.2,69.4,76.4,80.66666666666667,79.33333333333333
143,178750,Sergio Asenjo,83,GK,18000000.0,1.0,37000.0,189,87,https://cdn.sofifa.net/players/178/750/22_120.png,Villarreal CF,Spain,No,,,,17.666666666666668,21.0,22.6,62.6,51.8,17.666666666666668,29.833333333333332
144,179645,S. Kjær,83,CB,23500000.0,1.0,54000.0,190,86,https://cdn.sofifa.net/players/179/645/22_120.png,AC Milan,Denmark,Yes,55.0,64.0,59.0,84.33333333333333,59.8,62.6,64.6,69.4,84.33333333333333,63.833333333333336
146,183907,J. Boateng,83,CB,23500000.0,1.0,81000.0,190,94,https://cdn.sofifa.net/players/183/907/22_120.png,Olympique Lyonnais,Germany,Yes,50.0,73.0,67.0,84.0,63.0,60.4,67.0,71.4,84.0,70.16666666666667
148,184432,Azpilicueta,83,"CB, RWB",25000000.0,1.0,125000.0,178,77,https://cdn.sofifa.net/players/184/432/22_120.png,Chelsea,Spain,Yes,55.0,76.0,72.0,84.66666666666667,66.6,70.2,71.6,71.6,84.66666666666667,74.83333333333333
149,187961,Paulinho,83,"CM, CAM, CDM",28500000.0,1.0,61000.0,183,80,https://cdn.sofifa.net/players/187/961/22_120.png,Al Ahli,Brazil,Yes,81.0,77.0,81.0,78.0,78.4,76.4,76.6,85.6,78.0,79.66666666666667
150,189575,Muniain,83,"CAM, RM, LM",36500000.0,1.0,44000.0,170,66,https://cdn.sofifa.net/players/189/575/22_120.png,Athletic Club de Bilbao,Spain,Yes,76.0,82.0,87.0,50.333333333333336,71.2,82.0,85.4,69.4,50.333333333333336,69.83333333333333
151,190286,Canales,83,"CM, CDM, LM",34500000.0,1.0,38000.0,176,65,https://cdn.sofifa.net/players/190/286/22_120.png,Real Betis Balompié,Spain,Yes,80.0,85.0,82.0,64.33333333333333,72.2,84.2,82.4,70.2,64.33333333333333,79.83333333333333
153,191043,Alex Sandro,83,"LB, LM",31500000.0,1.0,95000.0,180,80,https://cdn.sofifa.net/players/191/043/22_120.png,Juventus,Brazil,Yes,65.0,77.0,79.0,78.66666666666667,72.8,73.4,79.2,77.8,78.66666666666667,72.66666666666667
154,192563,B. Leno,83,GK,28000000.0,1.0,87000.0,190,83,https://cdn.sofifa.net/players/192/563/22_120.png,Arsenal,Germany,Yes,,,,20.0,18.2,23.2,57.0,51.4,20.0,33.5
157,193082,J. Cuadrado,83,"RB, RM",19000000.0,1.0,95000.0,179,72,https://cdn.sofifa.net/players/193/082/22_120.png,Juventus,Colombia,Yes,75.0,77.0,87.0,79.33333333333333,74.4,78.6,87.4,77.6,79.33333333333333,72.83333333333333
159,197655,S. Coates,83,CB,30000000.0,1.0,21000.0,196,92,https://cdn.sofifa.net/players/197/655/22_120.png,Sporting CP,Uruguay,Yes,49.0,55.0,63.0,85.33333333333333,55.2,53.0,56.0,62.2,85.33333333333333,71.0
160,199845,F. Acerbi,83,CB,17500000.0,1.0,75000.0,192,88,https://cdn.sofifa.net/players/199/845/22_120.png,Lazio,Italy,No,50.0,62.0,64.0,86.33333333333333,51.6,66.8,55.6,75.4,86.33333333333333,67.5
161,199914,Allan,83,"CDM, CM",30500000.0,1.0,100000.0,175,74,https://cdn.sofifa.net/players/199/914/22_120.png,Everton,Brazil,Yes,71.0,77.0,82.0,83.66666666666667,68.0,72.0,78.6,73.6,83.66666666666667,76.5
162,200610,K. Volland,83,"ST, CF",37000000.0,1.0,83000.0,179,85,https://cdn.sofifa.net/players/200/610/22_120.png,AS Monaco,Germany,Yes,85.0,79.0,80.0,35.0,81.2,78.6,77.8,85.0,35.0,75.16666666666667
163,201153,Morata,83,ST,37000000.0,1.0,84000.0,190,84,https://cdn.sofifa.net/players/201/153/22_120.png,Juventus,Spain,Yes,80.0,72.0,81.0,23.666666666666668,80.0,69.6,75.8,78.6,23.666666666666668,68.5
164,201399,M. Icardi,83,ST,37000000.0,1.0,120000.0,181,75,https://cdn.sofifa.net/players/201/399/22_120.png,Paris Saint-Germain,Argentina,Yes,83.0,65.0,77.0,29.666666666666668,76.0,67.6,73.0,77.4,29.666666666666668,68.0
165,202884,L. Spinazzola,83,"LWB, LB, LM",33000000.0,1.0,72000.0,186,75,https://cdn.sofifa.net/players/202/884/22_120.png,Roma,Italy,Yes,64.0,73.0,80.0,78.0,70.0,66.8,83.2,70.4,78.0,71.33333333333333
166,203574,J. Stones,83,CB,41000000.0,1.0,140000.0,188,76,https://cdn.sofifa.net/players/203/574/22_120.png,Manchester City,England,Yes,51.0,71.0,74.0,83.66666666666667,65.0,63.8,68.4,67.4,83.66666666666667,69.0
167,203841,N. Pope,83,GK,25000000.0,1.0,45000.0,199,76,https://cdn.sofifa.net/players/203/841/22_120.png,Burnley,England,Yes,,,,14.333333333333334,16.4,19.8,50.6,51.0,14.333333333333334,33.333333333333336
168,204838,R. Jiménez,83,ST,35500000.0,1.0,120000.0,188,81,https://cdn.sofifa.net/players/204/838/22_120.png,Wolverhampton Wanderers,Mexico,Yes,82.0,76.0,81.0,37.666666666666664,81.0,73.4,73.0,79.6,37.666666666666664,78.16666666666667
169,204935,J. Pickford,83,GK,33000000.0,1.0,83000.0,185,77,https://cdn.sofifa.net/players/204/935/22_120.png,Everton,England,Yes,,,,17.666666666666668,25.2,28.8,57.4,54.0,17.666666666666668,44.333333333333336
170,205452,A. Rüdiger,83,CB,34500000.0,1.0,130000.0,190,85,https://cdn.sofifa.net/players/205/452/22_120.png,Chelsea,Germany,Yes,43.0,68.0,64.0,84.33333333333333,58.2,58.6,67.2,71.4,84.33333333333333,63.833333333333336
171,205632,L. Ocampos,83,"LW, RW",39500000.0,1.0,46000.0,188,84,https://cdn.sofifa.net/players/205/632/22_120.png,Sevilla FC,Argentina,No,84.0,78.0,83.0,58.0,80.6,77.2,77.4,83.2,58.0,79.66666666666667
172,207410,M. Kovačić,83,"CM, CDM",41500000.0,1.0,135000.0,176,80,https://cdn.sofifa.net/players/207/410/22_120.png,Chelsea,Croatia,Yes,69.0,83.0,88.0,69.66666666666667,68.4,81.8,78.8,74.2,69.66666666666667,74.5
174,211688,Gayà,83,"LB, LWB, LM",43500000.0,1.0,48000.0,172,66,https://cdn.sofifa.net/players/211/688/22_120.png,Valencia CF,Spain,Yes,61.0,77.0,80.0,81.66666666666667,67.6,73.0,82.0,65.4,81.66666666666667,72.5
175,213565,T. Lemar,83,"LM, CM, RM",48000000.0,1.0,71000.0,171,66,https://cdn.sofifa.net/players/213/565/22_120.png,Atlético de Madrid,France,Yes,76.0,82.0,86.0,59.0,74.2,83.2,83.0,71.2,59.0,73.16666666666667
176,213648,P. Højbjerg,83,"CDM, CM",43500000.0,1.0,105000.0,185,84,https://cdn.sofifa.net/players/213/648/22_120.png,Tottenham Hotspur,Denmark,Yes,71.0,76.0,76.0,80.0,67.8,76.0,66.0,78.8,80.0,73.33333333333333
177,214997,Á. Correa,83,"ST, RM",48000000.0,1.0,80000.0,171,70,https://cdn.sofifa.net/players/214/997/22_120.png,Atlético de Madrid,Argentina,Yes,83.0,78.0,87.0,46.333333333333336,78.2,77.6,86.4,74.2,46.333333333333336,71.0
178,215333,D. Zapata,83,ST,35500000.0,1.0,77000.0,189,88,https://cdn.sofifa.net/players/215/333/22_120.png,Atalanta,Colombia,Yes,81.0,61.0,78.0,30.0,73.6,65.0,73.2,79.6,30.0,66.0
179,216354,A. Kramarić,83,"ST, CAM",35500000.0,1.0,59000.0,177,73,https://cdn.sofifa.net/players/216/354/22_120.png,TSG Hoffenheim,Croatia,Yes,86.0,76.0,86.0,27.0,79.6,78.6,79.4,77.0,27.0,71.33333333333333
180,220651,Angeliño,83,"LWB, LM",46000000.0,1.0,77000.0,175,69,https://cdn.sofifa.net/players/220/651/22_120.png,RB Leipzig,Spain,Yes,71.0,82.0,84.0,77.0,73.4,81.6,81.6,73.4,77.0,75.16666666666667
181,220814,L. Hernández,83,"LB, CB",44500000.0,1.0,85000.0,184,79,https://cdn.sofifa.net/players/220/814/22_120.png,FC Bayern München,France,Yes,54.0,68.0,71.0,85.33333333333333,66.6,60.4,75.4,70.4,85.33333333333333,69.0
182,220834,Marco Asensio,83,"RW, LW",48000000.0,1.0,190000.0,182,76,https://cdn.sofifa.net/players/220/834/22_120.png,Real Madrid CF,Spain,Yes,80.0,81.0,83.0,40.333333333333336,75.0,82.0,79.4,73.2,40.333333333333336,65.83333333333333
183,223689,W. Weghorst,83,ST,37000000.0,1.0,95000.0,197,84,https://cdn.sofifa.net/players/223/689/22_120.png,VfL Wolfsburg,Netherlands,No,83.0,59.0,70.0,47.0,76.0,52.8,63.2,82.2,47.0,71.33333333333333
184,223697,R. Gosens,83,"LWB, LB, LM",36000000.0,1.0,65000.0,183,76,https://cdn.sofifa.net/players/223/697/22_120.png,Atalanta,Germany,No,75.0,74.0,79.0,77.33333333333333,78.8,73.2,77.2,79.4,77.33333333333333,71.66666666666667
185,225193,Merino,83,CM,50000000.0,1.0,47000.0,189,83,https://cdn.sofifa.net/players/225/193/22_120.png,Real Sociedad,Spain,Yes,78.0,81.0,82.0,80.0,75.8,79.6,76.0,81.2,80.0,77.33333333333333
186,225850,P. Kimpembe,83,CB,45500000.0,1.0,90000.0,189,80,https://cdn.sofifa.net/players/225/850/22_120.png,Paris Saint-Germain,France,Yes,42.0,68.0,70.0,83.66666666666667,56.6,59.6,74.0,70.8,83.66666666666667,70.33333333333333
187,228618,F. Mendy,83,LB,43500000.0,1.0,170000.0,180,73,https://cdn.sofifa.net/players/228/618/22_120.png,Real Madrid CF,France,Yes,64.0,76.0,79.0,79.33333333333333,68.6,68.6,84.8,76.8,79.33333333333333,73.83333333333333
188,229880,A. Wan-Bissaka,83,RB,48500000.0,1.0,115000.0,183,72,https://cdn.sofifa.net/players/229/880/22_120.png,Manchester United,England,Yes,52.0,69.0,79.0,85.66666666666667,57.8,66.6,81.8,67.2,85.66666666666667,69.66666666666667
189,230481,Ronaldo Cabrais,83,"CAM, RM",35500000.0,1.0,49000.0,177,75,https://cdn.sofifa.net/players/230/481/22_120.png,Grêmio,Brazil,No,77.0,83.0,84.0,30.666666666666668,76.0,82.8,83.6,77.0,30.666666666666668,70.83333333333333
190,230658,Arthur,83,CM,47000000.0,1.0,90000.0,171,73,https://cdn.sofifa.net/players/230/658/22_120.png,Juventus,Brazil,Yes,67.0,83.0,88.0,72.66666666666667,69.2,81.0,79.4,72.8,72.66666666666667,76.16666666666667
191,230666,Gabriel Jesus,83,ST,52500000.0,1.0,150000.0,175,73,https://cdn.sofifa.net/players/230/666/22_120.png,Manchester City,Brazil,Yes,81.0,72.0,86.0,34.333333333333336,76.2,73.6,86.6,77.0,34.333333333333336,70.5
192,231443,O. Dembélé,83,RW,55000000.0,1.0,165000.0,178,67,https://cdn.sofifa.net/players/231/443/22_120.png,FC Barcelona,France,Yes,77.0,77.0,86.0,35.0,70.6,79.0,86.8,67.2,35.0,66.33333333333333
193,233064,M. Mount,83,"CAM, CM, RW",58500000.0,1.0,120000.0,178,70,https://cdn.sofifa.net/players/233/064/22_120.png,Chelsea,England,Yes,79.0,84.0,83.0,50.666666666666664,76.2,82.8,77.6,71.4,50.666666666666664,72.5
194,234642,É. Mendy,83,GK,30000000.0,1.0,105000.0,197,86,https://cdn.sofifa.net/players/234/642/22_120.png,Chelsea,Senegal,Yes,,,,11.333333333333334,14.6,23.4,44.8,42.8,11.333333333333334,25.833333333333332
195,235805,F. Chiesa,83,"RW, LW, RM",80500000.0,1.0,74000.0,175,70,https://cdn.sofifa.net/players/235/805/22_120.png,Juventus,Italy,Yes,81.0,74.0,85.0,51.0,72.0,74.6,86.6,75.8,51.0,65.83333333333333
196,239053,F. Valverde,83,CM,58000000.0,1.0,160000.0,182,78,https://cdn.sofifa.net/players/239/053/22_120.png,Real Madrid CF,Uruguay,Yes,74.0,78.0,79.0,78.33333333333333,69.8,76.2,80.0,77.6,78.33333333333333,76.5
197,241486,J. Koundé,83,CB,53000000.0,1.0,33000.0,181,75,https://cdn.sofifa.net/players/241/486/22_120.png,Sevilla FC,France,No,45.0,64.0,72.0,84.33333333333333,56.6,57.2,78.4,66.2,84.33333333333333,65.83333333333333
198,242444,João Félix,83,"CF, ST",82000000.0,1.0,61000.0,181,72,https://cdn.sofifa.net/players/242/444/22_120.png,Atlético de Madrid,Portugal,Yes,79.0,76.0,86.0,35.666666666666664,76.4,77.2,82.4,74.4,35.666666666666664,70.66666666666667
199,120533,Pepe,82,CB,5500000.0,1.0,14000.0,188,80,https://cdn.sofifa.net/players/120/533/22_120.png,FC Porto,Portugal,Yes,51.0,60.0,61.0,83.0,53.8,56.8,70.2,75.2,83.0,66.16666666666667
200,157481,Raúl Albiol,82,CB,8000000.0,1.0,30000.0,190,82,https://cdn.sofifa.net/players/157/481/22_120.png,Villarreal CF,Spain,Yes,41.0,62.0,63.0,87.0,49.4,60.0,53.2,65.0,87.0,62.166666666666664
201,164835,Ł. Fabiański,82,GK,3400000.0,1.0,43000.0,190,83,https://cdn.sofifa.net/players/164/835/22_120.png,West Ham United,Poland,Yes,,,,13.0,15.0,19.6,53.8,46.4,13.0,35.166666666666664
202,168435,S. Sirigu,82,GK,5000000.0,1.0,20000.0,192,85,https://cdn.sofifa.net/players/168/435/22_120.png,Genoa,Italy,Yes,,,,12.666666666666666,13.8,16.6,55.4,47.8,12.666666666666666,33.333333333333336
203,168651,I. Rakitić,82,CM,18500000.0,1.0,39000.0,184,78,https://cdn.sofifa.net/players/168/651/22_120.png,Sevilla FC,Croatia,Yes,79.0,85.0,78.0,75.0,77.2,83.4,64.6,67.6,75.0,78.5
205,178005,Rui Patrício,82,GK,10000000.0,1.0,51000.0,190,84,https://cdn.sofifa.net/players/178/005/22_120.png,Roma,Portugal,Yes,,,,12.666666666666666,17.0,20.6,60.2,54.0,12.666666666666666,39.166666666666664
206,178562,É. Banega,82,"CDM, CM",15000000.0,1.0,46000.0,174,75,https://cdn.sofifa.net/players/178/562/22_120.png,Al Shabab,Argentina,Yes,75.0,84.0,82.0,76.66666666666667,71.0,83.6,72.4,69.6,76.66666666666667,80.16666666666667
208,183512,Yuri Berchiche,82,LB,22000000.0,1.0,35000.0,181,80,https://cdn.sofifa.net/players/183/512/22_120.png,Athletic Club de Bilbao,Spain,Yes,68.0,76.0,76.0,78.66666666666667,72.2,71.6,80.6,81.6,78.66666666666667,72.83333333333333
209,187072,L. Stindl,82,"CAM, ST",24000000.0,1.0,41000.0,181,80,https://cdn.sofifa.net/players/187/072/22_120.png,Borussia Mönchengladbach,Germany,Yes,84.0,81.0,81.0,58.666666666666664,78.6,79.4,71.0,77.4,58.666666666666664,78.16666666666667
210,188152,Oscar,82,"CAM, CM, LW",30000000.0,1.0,38000.0,179,70,https://cdn.sofifa.net/players/188/152/22_120.png,Shanghai Port FC,Brazil,Yes,79.0,82.0,82.0,60.0,75.0,80.6,81.4,76.4,60.0,70.0
211,188943,K. Trapp,82,GK,20500000.0,1.0,31000.0,189,88,https://cdn.sofifa.net/players/188/943/22_120.png,Eintracht Frankfurt,Germany,Yes,,,,13.0,14.8,14.4,51.6,53.0,13.0,31.5
212,189242,Coutinho,82,"CAM, LW, CM",30000000.0,1.0,165000.0,172,68,https://cdn.sofifa.net/players/189/242/22_120.png,FC Barcelona,Brazil,Yes,79.0,80.0,88.0,52.0,71.8,86.2,80.0,70.4,52.0,69.83333333333333
213,190460,C. Eriksen,82,"CM, CAM",29500000.0,1.0,120000.0,181,76,https://cdn.sofifa.net/players/190/460/22_120.png,Inter,Denmark,Yes,78.0,88.0,81.0,46.0,76.0,86.6,71.4,65.8,46.0,69.33333333333333
214,190815,D. Blind,82,"CB, CDM, LB",21000000.0,1.0,23000.0,180,72,https://cdn.sofifa.net/players/190/815/22_120.png,Ajax,Netherlands,Yes,64.0,82.0,79.0,82.33333333333333,73.2,78.4,63.6,72.4,82.33333333333333,73.5
215,192318,M. Götze,82,"CAM, CM",30000000.0,1.0,29000.0,177,71,https://cdn.sofifa.net/players/192/318/22_120.png,PSV,Germany,Yes,75.0,83.0,84.0,53.0,74.8,81.4,75.4,69.4,53.0,76.0
216,193105,A. Areola,82,GK,26000000.0,1.0,75000.0,195,94,https://cdn.sofifa.net/players/193/105/22_120.png,West Ham United,France,Yes,,,,14.333333333333334,23.4,21.2,60.8,52.2,14.333333333333334,34.333333333333336
217,193165,J. Corona,82,"RM, RB, RW",30500000.0,1.0,22000.0,173,66,https://cdn.sofifa.net/players/193/165/22_120.png,FC Porto,Mexico,Yes,67.0,79.0,85.0,73.66666666666667,74.4,77.8,85.8,65.4,73.66666666666667,77.66666666666667
218,193301,A. Lacazette,82,ST,30000000.0,1.0,110000.0,175,73,https://cdn.sofifa.net/players/193/301/22_120.png,Arsenal,France,Yes,82.0,74.0,82.0,38.666666666666664,76.8,76.6,79.0,76.4,38.666666666666664,71.83333333333333
219,193474,I. Gueye,82,"CDM, CM",21500000.0,1.0,88000.0,174,66,https://cdn.sofifa.net/players/193/474/22_120.png,Paris Saint-Germain,Senegal,Yes,62.0,71.0,78.0,84.0,59.0,71.4,76.2,77.6,84.0,73.33333333333333
221,193698,O. Baumann,82,GK,16000000.0,1.0,37000.0,187,82,https://cdn.sofifa.net/players/193/698/22_120.png,TSG Hoffenheim,Germany,Yes,,,,15.666666666666666,16.4,16.8,53.6,50.6,15.666666666666666,29.666666666666668
222,194404,Neto,82,GK,16000000.0,1.0,115000.0,190,84,https://cdn.sofifa.net/players/194/404/22_120.png,FC Barcelona,Brazil,Yes,,,,15.333333333333334,17.6,21.8,58.8,53.2,15.333333333333334,32.333333333333336
223,197781,Isco,82,"CAM, CM, LW",30000000.0,1.0,175000.0,176,79,https://cdn.sofifa.net/players/197/781/22_120.png,Real Madrid CF,Spain,Yes,75.0,80.0,88.0,57.666666666666664,71.4,85.0,75.6,65.0,57.666666666666664,72.33333333333333
225,199110,L. Muriel,82,ST,30000000.0,1.0,70000.0,179,79,https://cdn.sofifa.net/players/199/110/22_120.png,Atalanta,Colombia,Yes,83.0,74.0,86.0,24.0,76.4,76.6,86.8,74.0,24.0,66.33333333333333
226,199482,A. Lopes,82,GK,23000000.0,1.0,60000.0,184,81,https://cdn.sofifa.net/players/199/482/22_120.png,Olympique Lyonnais,Portugal,Yes,,,,13.666666666666666,19.6,19.2,67.6,52.4,13.666666666666666,34.666666666666664
227,199823,Campaña,82,"CM, LM, RM",30500000.0,1.0,43000.0,179,70,https://cdn.sofifa.net/players/199/823/22_120.png,Levante Unión Deportiva,Spain,Yes,74.0,83.0,82.0,69.66666666666667,73.8,82.6,74.0,73.2,69.66666666666667,74.66666666666667
228,201305,Gabriel Paulista,82,CB,25000000.0,1.0,44000.0,185,72,https://cdn.sofifa.net/players/201/305/22_120.png,Valencia CF,Brazil,Yes,49.0,71.0,65.0,82.66666666666667,63.6,61.2,69.0,71.4,82.66666666666667,68.33333333333333
229,201519,J. Veretout,82,"CDM, CM",29500000.0,1.0,66000.0,177,67,https://cdn.sofifa.net/players/201/519/22_120.png,Roma,France,Yes,75.0,77.0,79.0,79.0,70.8,75.6,78.4,80.2,79.0,78.5
230,202651,Suso,82,RW,32500000.0,1.0,42000.0,176,70,https://cdn.sofifa.net/players/202/651/22_120.png,Sevilla FC,Spain,No,76.0,82.0,85.0,29.666666666666668,72.4,83.6,78.6,68.2,29.666666666666668,60.833333333333336
231,203486,T. Hazard,82,"LM, CF",30500000.0,1.0,75000.0,175,71,https://cdn.sofifa.net/players/203/486/22_120.png,Borussia Dortmund,Belgium,Yes,76.0,80.0,85.0,50.0,70.6,81.0,84.0,71.2,50.0,73.16666666666667
232,205069,Juan Bernat,82,LB,27500000.0,1.0,90000.0,170,67,https://cdn.sofifa.net/players/205/069/22_120.png,Paris Saint-Germain,Spain,Yes,65.0,78.0,82.0,78.0,69.2,73.2,83.8,68.2,78.0,73.33333333333333
233,205070,Portu,82,"RW, RM, LW",30000000.0,1.0,51000.0,167,66,https://cdn.sofifa.net/players/205/070/22_120.png,Real Sociedad,Spain,Yes,78.0,77.0,79.0,58.333333333333336,77.4,75.6,85.0,78.6,58.333333333333336,71.5
234,208128,H. Çalhanoğlu,82,"CAM, LM",35000000.0,1.0,115000.0,178,76,https://cdn.sofifa.net/players/208/128/22_120.png,Inter,Turkey,Yes,78.0,84.0,85.0,58.0,73.6,85.4,74.4,66.6,58.0,73.0
235,208333,E. Can,82,"CM, CB, CDM",35000000.0,1.0,72000.0,186,86,https://cdn.sofifa.net/players/208/333/22_120.png,Borussia Dortmund,Germany,Yes,78.0,78.0,80.0,84.66666666666667,76.2,77.0,76.4,85.4,84.66666666666667,77.66666666666667
236,208421,Saúl,82,"CM, LM",39500000.0,1.0,68000.0,184,75,https://cdn.sofifa.net/players/208/421/22_120.png,Chelsea,Spain,Yes,78.0,78.0,79.0,77.33333333333333,77.6,75.4,72.4,81.0,77.33333333333333,77.5
